movie_id,title,genre,release_date,popularity,vote_count,vote_average,duration,language,country,type
270,Bright Lines,Documentary|Mystery,2002-12-20,31.7,23341,3.0,179,French,Canada,Movie
271,Eternal Spectrum,Family,2008-03-28,17.6,3785,5.4,29,Spanish,Argentina,TV Show
272,Wild Quest,Mystery|Action,2019-05-12,56.7,6476,10.0,44,Mandarin,China,TV Show
273,Lost Flame,Horror|Mystery|Documentary,2008-08-10,91.3,47725,9.7,91,French,France,Movie
274,Infinite Whisper,Musical,1991-11-26,32.9,6566,6.8,45,Portuguese,Portugal,TV Show
275,Crimson Pulse,Drama|Adventure,2003-11-16,93.6,37725,6.1,44,French,Belgium,TV Show
276,Silent Lines,Sci-Fi,2020-03-05,82.5,26202,8.0,53,Japanese,Japan,TV Show
277,Broken Spectrum,Comedy,2001-08-24,88.7,25415,4.7,95,Korean,South Korea,Movie
278,Forbidden Echo,Musical|Crime|Comedy,1994-10-17,90.8,803,4.4,100,Korean,South Korea,Movie
279,Eternal Horizon,Drama|Horror|Action,2016-01-12,52.9,32263,9.5,159,Hindi,India,Movie
280,Wild Storm,Crime|Animation|Thriller,1998-12-06,56.7,26423,1.7,169,Japanese,Japan,Movie
281,Forbidden Legacy,Mystery,1999-02-13,77.3,19365,8.9,57,Hindi,India,TV Show
282,Urban Memory,Horror|Musical|Documentary,2010-01-04,18.2,29804,7.3,55,German,Germany,TV Show
283,Fallen Lines,Drama|Crime,2024-09-22,21.1,1146,5.2,181,Portuguese,Brazil,Movie
284,Shadow Echo,Sci-Fi|Fantasy|Mystery,2020-01-22,82.2,39983,9.6,29,Portuguese,Brazil,TV Show
285,Golden Tide,Sci-Fi|Fantasy,2019-10-29,99.2,22818,2.3,104,Hindi,India,Movie
286,Infinite Quest,Action|Adventure,2009-03-15,12.3,39093,1.3,104,Korean,South Korea,Movie
287,Shadow Flame,History|Documentary|Family,2022-01-02,83.3,44288,5.9,197,French,France,Movie
288,Mystic Storm,Drama|Adventure,2008-10-19,85.1,26366,4.9,188,Hindi,India,Movie
289,Quantum Empire,History|Drama,1994-02-06,90.0,44338,4.8,110,Hindi,India,Movie
290,Lost Journey,Sci-Fi,2018-01-23,16.5,9971,9.3,28,Mandarin,Taiwan,TV Show
291,Forbidden Odyssey,History|Drama,2001-06-17,98.5,32123,7.6,68,Italian,Italy,TV Show
292,Mystic Empire,History|Animation|Documentary,2009-02-27,45.6,27010,5.0,148,Mandarin,Taiwan,Movie
293,Mystic Tide,Drama|Documentary,2017-09-16,36.6,22850,9.3,98,Hindi,India,Movie
294,Broken Spectrum,Action|Fantasy,1999-12-30,14.8,35001,1.5,123,Italian,Italy,Movie
295,Night Journey,Romance|History,2015-01-27,99.2,39352,8.7,50,Portuguese,Brazil,TV Show
296,Golden Labyrinth,Fantasy|Mystery,2006-02-17,40.4,41647,9.8,22,Hindi,India,TV Show
297,Broken Empire,Adventure|Family,2023-01-03,62.3,11612,5.6,188,Mandarin,China,Movie
298,Silent Rhythm,Drama,1995-10-01,70.7,19796,2.4,60,Spanish,Mexico,TV Show
299,Broken Vision,Family|Horror,1999-07-30,35.0,10316,3.3,165,Korean,South Korea,Movie
300,Silent Quest,Drama|Action|Sci-Fi,2003-10-27,23.0,1532,1.3,32,Spanish,Spain,TV Show
301,Fallen Flame,Crime|Animation|Drama,2024-10-23,82.8,37626,4.4,63,Portuguese,Portugal,TV Show
302,Shadow Empire,Drama|Family|Thriller,2019-03-12,31.4,37046,7.0,53,French,Belgium,TV Show
303,Sacred Labyrinth,Family|Crime|Action,2015-09-18,73.4,48710,2.4,55,Japanese,Japan,TV Show
304,Crimson Vision,Sci-Fi|Romance,1990-05-01,63.2,42337,3.3,36,Mandarin,Taiwan,TV Show
305,Hidden Quest,Fantasy|Family|Drama,1997-12-01,35.2,15716,9.9,68,Japanese,Japan,TV Show
306,Crimson Echo,Crime|Drama|Musical,2017-02-16,32.1,35878,7.2,201,Portuguese,Portugal,Movie
307,Fallen Legacy,Drama,1995-06-09,26.4,22759,4.9,130,Spanish,Mexico,Movie
308,Lost Realm,Adventure|Mystery|Romance,1990-02-24,90.6,2888,9.0,174,Italian,Italy,Movie
309,Infinite Storm,Adventure|Romance,1993-08-14,52.3,11207,5.6,65,Spanish,Argentina,TV Show
310,Night Echo,Mystery,1993-01-01,49.1,11363,2.6,35,English,Canada,TV Show
311,Sacred Memory,Crime,1990-02-25,67.0,23479,4.1,167,French,Canada,Movie
312,Dark Flame,Musical|Sci-Fi,2006-03-30,42.5,37067,2.7,63,German,Germany,TV Show
313,Bright Journey,Documentary|History,2008-11-17,81.5,31329,6.0,54,Portuguese,Brazil,TV Show
314,Fallen Whisper,History|Animation|Adventure,2006-01-08,69.3,32500,5.3,30,Portuguese,Portugal,TV Show
315,Quantum Spectrum,Romance|Horror,1990-04-28,93.4,16416,9.8,54,Italian,Italy,TV Show
316,Golden Labyrinth,Crime|Family,2015-05-13,56.4,37217,6.7,173,English,USA,Movie
317,Hidden Tide,Documentary,2021-11-21,42.2,9742,5.7,52,Korean,South Korea,TV Show
318,Broken Storm,Adventure|Musical|Action,1994-11-21,69.1,38597,9.5,66,Spanish,Argentina,TV Show
319,Mystic Empire,Horror,2002-04-18,57.0,32396,5.7,202,Japanese,Japan,Movie
320,Golden Realm,Action|Sci-Fi|Documentary,2022-06-23,74.4,25603,1.5,124,German,Germany,Movie
321,Eternal Spectrum,History|Horror,1999-12-09,21.3,37841,3.7,188,Italian,Italy,Movie
322,Sacred Memory,Documentary|History|Mystery,2022-09-30,35.5,31886,2.7,201,German,Germany,Movie
323,Infinite Flame,Drama|Thriller|Action,2005-10-04,42.6,5002,2.3,105,Spanish,Spain,Movie
324,Forbidden Odyssey,Musical|Crime,2014-01-31,73.5,46013,4.7,173,French,Canada,Movie
325,Crimson Vision,Thriller|Romance|Comedy,2016-10-31,37.6,38706,1.4,202,Spanish,Spain,Movie
326,Mystic Legacy,Family|Romance,2012-07-12,83.4,1562,9.1,55,Japanese,Japan,TV Show
327,Secret Tide,History,2014-06-27,37.6,42466,8.3,156,Spanish,Argentina,Movie
328,Infinite Vision,Musical|Action,2005-10-03,73.2,1975,9.4,149,Mandarin,Taiwan,Movie
329,Silent Tide,Family|Romance,2020-03-28,74.8,44319,5.6,53,Mandarin,China,TV Show
330,Forbidden Legacy,Horror,1997-06-11,89.3,6602,9.5,63,Spanish,Mexico,TV Show
331,Golden Memory,Crime|Action,2012-02-02,39.4,2347,3.0,143,German,Germany,Movie
332,Mystic Tide,Crime|Romance,2009-03-26,75.1,49164,2.5,170,French,Canada,Movie
333,Secret Horizon,Documentary|Thriller|Mystery,1997-03-02,50.9,21404,3.2,199,Spanish,Spain,Movie
334,Forbidden Spectrum,Drama|Horror,2018-10-19,49.8,28005,7.8,158,Korean,South Korea,Movie
335,Shadow Whisper,Fantasy|Animation,1993-10-20,85.4,22821,8.9,70,English,UK,TV Show
336,Secret Realm,Comedy,2009-07-17,35.9,43935,2.8,131,Mandarin,China,Movie
337,Lost Whisper,Adventure,2007-09-19,82.8,46202,6.6,67,Italian,Italy,TV Show
338,Secret Rhythm,Sci-Fi|Drama,2002-10-21,33.6,30439,5.1,49,Hindi,India,TV Show
339,Shadow Echo,History|Drama|Sci-Fi,1996-07-13,22.7,16847,6.3,21,Korean,South Korea,TV Show
340,Golden Horizon,History,1999-12-01,64.7,38846,9.1,209,Italian,Italy,Movie
341,Hidden Vision,Musical,2007-01-16,75.4,42553,4.4,46,English,USA,TV Show
342,Sacred Vision,Thriller,1990-01-09,72.1,41451,2.0,67,Hindi,India,TV Show
343,Golden Spectrum,Adventure|Thriller,2002-03-09,97.0,42630,3.4,51,Japanese,Japan,TV Show
344,Shadow Whisper,Mystery,1995-07-29,45.2,20898,9.9,33,French,Belgium,TV Show
345,Infinite Tide,History|Sci-Fi,2006-02-08,44.0,41588,1.2,104,German,Germany,Movie
346,Bright Memory,Romance|Adventure,1990-12-08,87.2,39638,8.8,33,English,Australia,TV Show
347,Bright Tide,Romance,1991-11-20,12.2,48028,6.7,186,Korean,South Korea,Movie
348,Shadow Flame,Thriller,1994-01-01,45.0,4207,9.0,59,Mandarin,Taiwan,TV Show
349,Broken Echo,Documentary|Thriller|Drama,2003-09-23,22.0,7741,4.8,28,Korean,South Korea,TV Show
350,Eternal Lines,Action|Documentary,1993-03-20,20.5,46870,4.2,57,Mandarin,Taiwan,TV Show
351,Broken Odyssey,Musical|Fantasy,1999-08-05,76.7,20526,8.5,132,Spanish,Argentina,Movie
352,Golden Vision,Fantasy|Action|Crime,2010-07-08,15.2,21949,6.0,173,Hindi,India,Movie
353,Broken Spectrum,Mystery|Action|Animation,2014-01-01,81.3,17581,1.3,138,French,Belgium,Movie
354,Infinite Labyrinth,Thriller,1991-09-12,90.8,4194,2.4,90,Mandarin,China,Movie
355,Fallen Memory,Mystery|Fantasy,2022-10-23,47.2,38302,4.2,59,Mandarin,Taiwan,TV Show
356,Broken Tide,Musical,2019-10-15,78.1,14219,3.0,167,Italian,Italy,Movie
357,Crimson Vision,Crime|Adventure,2011-04-22,51.0,12673,3.4,57,Japanese,Japan,TV Show
358,Bright Odyssey,Documentary|Adventure|Drama,2020-04-22,39.7,29989,1.4,137,Mandarin,Taiwan,Movie
359,Silent Labyrinth,Animation,2021-12-30,62.3,15367,6.8,52,Korean,South Korea,TV Show
360,Quantum Vision,Comedy|Musical,2014-08-04,32.9,19945,1.7,59,Korean,South Korea,TV Show
361,Sacred Journey,Drama|Musical,1992-06-05,68.3,42016,5.5,184,Portuguese,Portugal,Movie
362,Golden Lines,Romance|Animation|Thriller,2019-01-24,28.1,42398,9.3,46,Portuguese,Portugal,TV Show
363,Eternal Flame,Musical|Crime|Drama,2009-06-09,59.3,41099,3.6,42,Japanese,Japan,TV Show
364,Broken Tide,Action|Drama|Sci-Fi,2024-11-08,90.3,13226,3.0,59,Portuguese,Portugal,TV Show
365,Shadow Flame,Mystery,2007-10-03,58.4,34711,8.5,101,German,Germany,Movie
366,Quantum Lines,Documentary|Family|Thriller,1993-12-27,89.2,49091,5.2,105,Spanish,Argentina,Movie
367,Quantum Spectrum,Action|Family|Fantasy,1996-12-12,56.7,36639,2.3,103,Portuguese,Portugal,Movie
368,Infinite Dreams,Family,2024-04-26,99.9,25100,5.5,154,French,Belgium,Movie
369,Broken Dreams,Drama,2022-01-14,59.1,9818,3.9,32,German,Germany,TV Show
370,Quantum Spectrum,Crime|Documentary,2021-09-25,93.6,20586,9.7,82,Italian,Italy,Movie
371,Mystic Lines,Mystery,1999-10-27,43.7,45871,6.8,28,Spanish,Mexico,TV Show
372,Crimson Labyrinth,Family|History,2017-06-25,42.8,13103,2.1,70,Italian,Italy,TV Show
373,Quantum Lines,Musical,2013-12-24,32.8,7212,2.7,114,German,Germany,Movie
374,Secret Journey,Action,1997-07-22,70.2,12187,1.9,185,Korean,South Korea,Movie
375,Golden Labyrinth,Crime|Documentary|Thriller,2003-01-10,47.0,2849,6.7,43,French,Belgium,TV Show
376,Quantum Tide,Drama|Crime|Documentary,1991-04-28,50.8,44580,6.2,196,German,Germany,Movie
377,Mystic Legacy,Fantasy|Mystery|Documentary,2013-07-07,84.8,27680,4.2,39,German,Germany,TV Show
378,Wild Legacy,Sci-Fi|Animation|Musical,2006-07-11,59.5,17624,1.5,40,Mandarin,Taiwan,TV Show
379,Infinite Spectrum,Crime|Horror|Documentary,2024-09-25,11.8,3122,6.7,29,Italian,Italy,TV Show
380,Night Rhythm,Animation,2018-07-28,34.4,2757,3.7,201,Hindi,India,Movie
381,Hidden Dreams,Mystery|Animation,2023-01-10,74.8,43359,5.8,36,French,Belgium,TV Show
382,Eternal Legacy,Thriller,1997-11-25,44.4,4236,2.0,46,Hindi,India,TV Show
383,Wild Memory,Action|Horror,2007-06-09,50.4,15250,7.1,57,Portuguese,Portugal,TV Show
384,Lost Memory,Fantasy,2006-02-14,28.2,12876,4.3,66,French,Belgium,TV Show
385,Mystic Lines,Fantasy|Horror|Drama,2009-08-26,35.5,23851,2.6,67,Mandarin,Taiwan,TV Show
386,Golden Lines,Mystery|Crime,2012-11-13,92.5,42107,2.6,81,Japanese,Japan,Movie
387,Mystic Pulse,Horror,2001-11-23,64.3,46999,9.9,43,Mandarin,China,TV Show
388,Sacred Journey,Mystery,2010-01-23,27.5,11857,8.4,44,Mandarin,Taiwan,TV Show
389,Quantum Whisper,Horror|Sci-Fi|Musical,1993-04-07,93.0,35498,2.1,21,Mandarin,Taiwan,TV Show
390,Mystic Whisper,Mystery|Animation,2021-12-09,93.5,49184,8.0,83,Mandarin,China,Movie
391,Secret Legacy,Documentary|Adventure|Drama,2014-01-05,79.9,27578,5.7,183,Spanish,Mexico,Movie
392,Infinite Odyssey,Sci-Fi,1995-03-18,88.0,34256,5.9,176,German,Germany,Movie
393,Crimson Quest,Documentary|History,2008-07-10,33.6,33281,8.9,62,English,Australia,TV Show
394,Infinite Spectrum,Family|Horror,1994-06-27,53.1,7522,3.9,52,German,Germany,TV Show
395,Urban Journey,Action|Comedy|Animation,2008-11-18,44.8,3955,4.4,138,Portuguese,Portugal,Movie
396,Silent Rhythm,Sci-Fi|Documentary,2002-06-03,10.7,47618,6.5,48,Spanish,Spain,TV Show
397,Golden Legacy,Fantasy|Crime,2024-03-25,18.2,42019,2.2,51,Italian,Italy,TV Show
398,Silent Quest,Family|Drama|Fantasy,2010-03-08,34.7,7023,2.4,32,Japanese,Japan,TV Show
399,Urban Echo,Comedy|Romance|Animation,2008-07-24,99.6,8846,7.9,66,Hindi,India,TV Show
400,Lost Rhythm,Animation,2004-07-13,53.2,11555,1.7,112,Spanish,Mexico,Movie
401,Bright Storm,Comedy|Mystery,2000-02-28,52.1,3895,9.8,113,Portuguese,Brazil,Movie
402,Hidden Spectrum,Musical|Horror|Adventure,2016-05-29,19.0,22660,4.9,26,French,Canada,TV Show
403,Fallen Memory,Adventure|Crime,2007-10-16,30.0,38777,9.0,67,German,Germany,TV Show
404,Broken Horizon,Family|Romance,2014-11-21,86.9,23112,1.3,55,Korean,South Korea,TV Show
405,Bright Realm,Family|Adventure,2024-08-05,32.3,16905,8.2,32,English,Australia,TV Show
406,Urban Memory,Family|Drama|History,2016-12-02,19.2,28122,3.2,63,German,Germany,TV Show
407,Sacred Realm,History,2012-09-04,66.6,10705,8.6,22,English,UK,TV Show
408,Eternal Tide,Romance|Family,2005-09-22,36.8,14924,2.4,210,German,Germany,Movie
409,Forbidden Labyrinth,Musical|Family,1994-04-16,45.3,16550,4.3,155,Portuguese,Portugal,Movie
410,Infinite Labyrinth,Drama|Family,2022-05-16,74.5,22123,6.3,149,English,UK,Movie
411,Crimson Storm,Animation|Thriller|History,2014-01-08,79.1,16529,9.5,199,Korean,South Korea,Movie
412,Night Rhythm,Sci-Fi|Horror,2018-02-22,70.9,49027,7.0,184,Korean,South Korea,Movie
413,Mystic Horizon,Family,2020-07-25,66.8,3883,5.6,31,German,Germany,TV Show
414,Fallen Labyrinth,Horror,2019-05-02,72.6,46955,6.5,67,Mandarin,China,TV Show
415,Quantum Tide,Comedy|Adventure|Drama,2003-11-03,80.6,47193,9.2,171,Mandarin,Taiwan,Movie
416,Sacred Empire,Mystery|Action,1996-08-24,56.5,14561,4.8,177,Korean,South Korea,Movie
417,Eternal Odyssey,Adventure|Musical|History,2008-04-09,70.9,17289,7.8,90,French,Canada,Movie
418,Forbidden Storm,Fantasy|Crime,2004-08-09,65.6,29227,6.5,84,Japanese,Japan,Movie
419,Dark Spectrum,Fantasy|Drama|Romance,2010-02-04,99.9,37123,5.9,68,Portuguese,Portugal,TV Show
420,Sacred Realm,Adventure|Family,2010-02-28,31.9,47463,6.2,63,Mandarin,Taiwan,TV Show
421,Quantum Vision,Sci-Fi|Romance|Adventure,2014-03-08,43.3,25619,9.2,36,German,Germany,TV Show
422,Golden Pulse,Musical,2014-09-13,62.1,37196,4.4,154,German,Germany,Movie
423,Golden Whisper,Animation,1995-11-04,49.3,1367,9.7,29,Japanese,Japan,TV Show
424,Wild Flame,Musical|Family|Romance,2005-04-15,17.5,14731,4.6,41,Japanese,Japan,TV Show
425,Golden Pulse,Thriller|Animation|Adventure,1999-07-10,35.0,40399,2.0,28,English,UK,TV Show
426,Bright Dreams,Action|Horror|Mystery,2003-03-22,71.0,31274,3.4,58,French,Belgium,TV Show
427,Quantum Spectrum,Mystery,2023-04-17,19.7,25865,2.1,164,Spanish,Spain,Movie
428,Infinite Journey,Musical|Thriller,2001-03-14,57.1,29509,4.8,195,French,Belgium,Movie
429,Silent Pulse,Adventure|History,2007-03-30,30.6,5456,8.4,207,Portuguese,Brazil,Movie
430,Sacred Dreams,Crime,2018-02-04,96.5,25922,8.6,202,Portuguese,Portugal,Movie
431,Golden Odyssey,Comedy|Mystery|Musical,2002-06-27,49.7,16637,5.6,41,Italian,Italy,TV Show
432,Broken Dreams,Crime,2012-07-07,69.7,15998,4.0,39,Italian,Italy,TV Show
433,Secret Echo,Family,2019-09-10,66.3,34545,1.5,53,Mandarin,Taiwan,TV Show
434,Forbidden Quest,Fantasy,1992-07-07,87.6,10149,9.0,109,Japanese,Japan,Movie
435,Infinite Spectrum,Crime|Adventure|Romance,1997-09-01,85.0,37974,8.7,66,Spanish,Argentina,TV Show
436,Forbidden Tide,Documentary,2014-09-09,95.5,28541,6.7,146,German,Germany,Movie
437,Night Flame,Horror|Mystery,2011-06-17,38.1,20788,4.1,150,English,Australia,Movie
438,Hidden Labyrinth,Action,2013-06-24,32.4,8848,5.6,207,German,Germany,Movie
439,Wild Lines,Fantasy|Family,1991-08-03,67.5,46722,8.2,58,English,Canada,TV Show
440,Urban Rhythm,Fantasy|Crime|Comedy,2003-08-14,26.8,285,9.9,82,Hindi,India,Movie
441,Golden Empire,Documentary,2022-09-25,52.0,35518,5.1,62,Spanish,Argentina,TV Show
442,Infinite Empire,Mystery|Action,2011-03-12,50.5,44109,9.2,97,Japanese,Japan,Movie
443,Fallen Memory,Mystery|Animation|Documentary,2004-10-11,43.6,44532,7.4,23,Portuguese,Portugal,TV Show
444,Urban Odyssey,Action|Animation|Family,2020-11-03,71.7,19166,4.0,151,Japanese,Japan,Movie
445,Fallen Labyrinth,Action|Documentary|Horror,1994-02-25,79.3,45566,1.6,92,French,Canada,Movie
446,Urban Legacy,Documentary,2012-06-22,61.8,10642,3.2,131,English,Canada,Movie
447,Shadow Spectrum,Fantasy|Sci-Fi|Family,2011-04-16,93.6,25735,9.2,48,Spanish,Mexico,TV Show
448,Sacred Tide,Musical,2004-12-03,13.5,23923,7.7,138,Japanese,Japan,Movie
449,Lost Memory,Documentary,2014-06-30,20.5,48839,5.6,61,Hindi,India,TV Show
450,Crimson Storm,Family,1996-08-30,19.7,24639,2.5,121,Portuguese,Portugal,Movie
451,Fallen Memory,Drama|Horror|Musical,2006-02-06,67.6,18854,8.6,51,Korean,South Korea,TV Show
452,Infinite Memory,Action,2023-12-03,82.1,38009,6.6,170,Spanish,Spain,Movie
453,Mystic Realm,Adventure|Family,2000-04-15,18.0,5430,1.3,129,Korean,South Korea,Movie
454,Dark Spectrum,Family,1990-02-19,90.9,47997,2.0,29,English,Australia,TV Show
455,Hidden Journey,History|Comedy|Documentary,1997-12-02,48.0,41043,9.9,30,Portuguese,Brazil,TV Show
456,Lost Horizon,Thriller|Mystery|Comedy,2010-12-07,31.6,2763,9.6,88,Japanese,Japan,Movie
457,Broken Quest,Sci-Fi|Horror,2010-07-09,14.3,15873,2.0,121,Mandarin,China,Movie
458,Dark Tide,Comedy|Sci-Fi|Thriller,2010-05-04,60.0,32585,5.8,179,Mandarin,Taiwan,Movie
459,Silent Realm,Family,2004-04-17,27.1,19502,8.7,53,Korean,South Korea,TV Show
460,Dark Whisper,Animation|Documentary,2006-04-15,46.0,26439,1.0,180,German,Germany,Movie
461,Dark Spectrum,Family|History,2012-06-11,77.1,8004,3.8,67,Japanese,Japan,TV Show
462,Broken Echo,History,2019-09-21,48.2,35970,7.4,182,Korean,South Korea,Movie
463,Wild Spectrum,Action|History|Horror,2013-12-26,14.8,49587,7.1,41,Spanish,Spain,TV Show
464,Night Echo,Romance,2005-03-07,58.6,46732,3.6,26,German,Germany,TV Show
465,Shadow Storm,Horror,2016-04-02,76.3,3002,3.1,96,French,Belgium,Movie
466,Secret Lines,Sci-Fi,2004-04-16,57.0,49666,7.2,210,Japanese,Japan,Movie
467,Mystic Flame,Drama,1991-10-11,63.6,8155,3.6,182,Italian,Italy,Movie
468,Dark Memory,Documentary|Musical|Fantasy,1991-03-17,15.1,24309,3.7,45,Portuguese,Portugal,TV Show
469,Wild Realm,Comedy|Documentary|Mystery,2020-05-11,91.8,19232,9.6,196,German,Germany,Movie
470,Golden Realm,Romance|Mystery,2019-01-29,56.8,5306,1.8,56,French,Canada,TV Show
471,Shadow Echo,Crime|Family,1992-05-05,42.4,14894,1.0,106,Italian,Italy,Movie
472,Silent Vision,Fantasy|Family|Sci-Fi,2004-01-31,55.9,9139,1.4,141,French,Belgium,Movie
473,Golden Quest,Musical|Fantasy,2024-06-26,80.3,9072,3.4,65,Japanese,Japan,TV Show
474,Urban Quest,Family|Romance|Drama,1990-09-27,28.5,13947,8.6,53,Spanish,Argentina,TV Show
475,Shadow Realm,History,1990-08-08,43.0,5921,6.9,180,Japanese,Japan,Movie
476,Night Rhythm,History|Documentary,2004-03-16,71.3,42920,5.4,32,Spanish,Argentina,TV Show
477,Infinite Memory,Action|Sci-Fi,1997-02-04,23.5,27072,3.4,130,Italian,Italy,Movie
478,Bright Flame,Comedy|Crime|Mystery,2019-03-04,26.1,3283,3.9,203,Korean,South Korea,Movie
479,Fallen Rhythm,Musical|Crime,2009-10-29,14.3,30488,5.5,123,Hindi,India,Movie
480,Urban Legacy,Action|Thriller,2016-10-22,91.1,12465,6.7,41,French,Belgium,TV Show
481,Hidden Quest,Sci-Fi,2011-01-01,76.2,26174,5.7,51,German,Germany,TV Show
482,Silent Horizon,Documentary|Drama|Thriller,2016-04-14,53.5,16684,6.4,136,German,Germany,Movie
483,Night Tide,History,2010-02-10,20.6,24472,7.2,178,English,USA,Movie
484,Shadow Dreams,Action,2023-03-15,41.9,15143,9.7,50,Hindi,India,TV Show
485,Dark Lines,History|Fantasy,1990-05-02,74.0,1631,5.6,66,Spanish,Mexico,TV Show
486,Dark Tide,Crime,2011-10-02,47.4,37350,9.9,37,Spanish,Mexico,TV Show
487,Infinite Spectrum,Comedy|Drama,2001-08-23,60.3,15753,7.6,106,Japanese,Japan,Movie
488,Fallen Odyssey,Horror|Crime|Adventure,2000-08-04,32.9,21906,9.3,106,Italian,Italy,Movie
489,Secret Vision,History|Drama,2016-11-30,68.5,16057,5.0,27,Japanese,Japan,TV Show
490,Night Rhythm,Thriller,2019-11-25,96.2,45732,7.4,38,Spanish,Spain,TV Show
491,Shadow Realm,Family,2024-01-22,90.9,30013,3.3,52,French,Belgium,TV Show
492,Infinite Legacy,Animation|Comedy,2002-06-13,97.6,440,5.3,122,Mandarin,Taiwan,Movie
493,Silent Echo,Crime|Adventure|Fantasy,1991-02-06,58.7,48988,6.3,30,French,France,TV Show
494,Crimson Legacy,Family|Fantasy|Musical,2022-03-18,39.9,42282,3.6,193,Hindi,India,Movie
495,Quantum Storm,Animation,2002-09-12,57.4,13969,2.4,106,Japanese,Japan,Movie
496,Hidden Realm,Horror|Crime|Adventure,2024-10-26,26.2,23528,3.4,87,French,Canada,Movie
497,Night Empire,History|Horror|Documentary,1991-01-05,47.3,16533,7.8,159,Korean,South Korea,Movie
498,Bright Flame,Fantasy|Sci-Fi,2017-09-28,96.8,5078,2.8,60,Japanese,Japan,TV Show
499,Wild Spectrum,Musical|Horror,2004-01-09,33.0,4089,7.6,70,Portuguese,Portugal,TV Show
500,Quantum Storm,Sci-Fi|Thriller|Family,2002-11-14,44.9,10609,7.0,174,French,Belgium,Movie
